epoch,botdcgc_loss,botdcgc_contrastive,botdcgc_clustering,cacl_loss,cacl_contrastive,cacl_pseudo_label
1,1.520232081413269,0.5536999106407166,0.01793135143816471,0.7638617157936096,6.930413246154785,0.0
2,1.5130475759506226,0.5539745688438416,0.01750970259308815,0.7621095180511475,6.930911064147949,0.0
3,1.506281852722168,0.5532149076461792,0.016852611675858498,0.7598887085914612,6.929703235626221,0.0
4,1.4993821382522583,0.5533776879310608,0.01603226363658905,0.7579333186149597,6.929297924041748,0.0
5,1.494179606437683,0.5556390881538391,0.015114127658307552,0.7553287148475647,6.929363250732422,0.0
6,1.4871454238891602,0.5529409050941467,0.014247065410017967,0.7548497915267944,6.931007385253906,0.0
7,1.4813792705535889,0.5534123778343201,0.013201728463172913,0.7540185451507568,6.928954124450684,0.0
8,1.4754152297973633,0.5520539283752441,0.012328069657087326,0.7524214386940002,6.927872657775879,0.0
9,1.4711717367172241,0.5543132424354553,0.01150524988770485,0.7503408789634705,6.927178382873535,0.0
10,1.465194821357727,0.5528387427330017,0.010733981616795063,0.7476434707641602,6.925784587860107,0.0
11,1.477506160736084,0.5550386309623718,0.013398039154708385,0.7462098598480225,6.922876358032227,0.0
12,1.4729688167572021,0.5550110340118408,0.012933415360748768,0.7455901503562927,6.922621250152588,0.0
13,1.4684895277023315,0.5562580823898315,0.012354735285043716,0.7434698343276978,6.919520378112793,0.0
14,1.462491750717163,0.5552736520767212,0.011768661439418793,0.7414164543151855,6.915769100189209,0.0
15,1.4572962522506714,0.5565763711929321,0.011179725639522076,0.7400375604629517,6.909874439239502,0.0
16,1.450897216796875,0.5557242035865784,0.010557604022324085,0.737324595451355,6.9048919677734375,0.0
17,1.4437954425811768,0.5536256432533264,0.009861337020993233,0.7346298694610596,6.896772861480713,0.0
18,1.440677523612976,0.5580966472625732,0.009178881533443928,0.7350329160690308,6.88657283782959,0.0
19,1.4340178966522217,0.5563771724700928,0.008426083251833916,0.7307016253471375,6.877793312072754,0.0
20,1.4303193092346191,0.5581313371658325,0.007725121919065714,0.7291758060455322,6.861415863037109,0.0
21,1.4297449588775635,0.5593425035476685,0.007955392822623253,0.7277774214744568,6.84583044052124,0.0
22,1.4259377717971802,0.5583791732788086,0.007509145885705948,0.7228960990905762,6.822268486022949,0.0
23,1.421485424041748,0.5568023920059204,0.007048967760056257,0.7210635542869568,6.799150466918945,0.0
24,1.4178204536437988,0.5571163892745972,0.006668569054454565,0.715709388256073,6.768177032470703,0.0
25,1.4135639667510986,0.5570880174636841,0.006222996860742569,0.7151296138763428,6.739800453186035,0.0
26,1.4122776985168457,0.5608865022659302,0.005800389219075441,0.7109654545783997,6.687895774841309,0.0
27,1.4084168672561646,0.5624912977218628,0.005338451825082302,0.7094895243644714,6.653825283050537,0.0
28,1.4038443565368652,0.560852587223053,0.004977294243872166,0.7053413391113281,6.615077018737793,0.0
29,1.4008502960205078,0.5612783432006836,0.004619081504642963,0.705443263053894,6.578537464141846,0.0
30,1.3980226516723633,0.5613660216331482,0.0042729186825454235,0.6998072266578674,6.520302772521973,0.0
31,1.5244795083999634,0.55988609790802,0.006959971040487289,0.6993429064750671,6.503856182098389,0.0
32,1.5243425369262695,0.5622650384902954,0.007088000420480967,0.6935189962387085,6.473453998565674,0.0
33,1.522261619567871,0.5611882209777832,0.007414299063384533,0.6909814476966858,6.427111625671387,0.0
34,1.5194015502929688,0.5626043677330017,0.006635498721152544,0.6891829967498779,6.417301177978516,0.0
35,1.5169484615325928,0.5601223111152649,0.007142249494791031,0.6846107244491577,6.391516208648682,0.0
36,1.514604926109314,0.5619745850563049,0.0070847077295184135,0.6815544962882996,6.374709606170654,0.0
37,1.5106021165847778,0.5605384707450867,0.007016092073172331,0.6788796782493591,6.353642463684082,0.0
38,1.5080267190933228,0.5596466660499573,0.0071250563487410545,0.6772702932357788,6.342968463897705,0.0
39,1.5079594850540161,0.5616586804389954,0.007543543353676796,0.6705266833305359,6.347321033477783,0.0
40,1.5051422119140625,0.5594162344932556,0.007715585175901651,0.6717503070831299,6.339798450469971,0.0
41,1.5072447061538696,0.5613276958465576,0.006225505843758583,0.6692758798599243,6.324782371520996,0.0
42,1.5058352947235107,0.5599961876869202,0.00650821765884757,0.6664838790893555,6.320159912109375,0.0
43,1.503793716430664,0.5599057078361511,0.0067045921459794044,0.6712865829467773,6.331409454345703,0.0
44,1.5013325214385986,0.5587105751037598,0.006754631642252207,0.6626625061035156,6.3034892082214355,0.0
45,1.5008612871170044,0.5611801743507385,0.006969587877392769,0.657055675983429,6.299867630004883,0.0
46,1.4944899082183838,0.5587717890739441,0.006322192028164864,0.6576470136642456,6.298096656799316,0.0
47,1.4933661222457886,0.5611957311630249,0.006410863716155291,0.6546719074249268,6.312730312347412,0.0
48,1.4882533550262451,0.558041512966156,0.006176146678626537,0.6543502807617188,6.29358434677124,0.0
49,1.4860153198242188,0.5571784377098083,0.006247807759791613,0.6470577120780945,6.303123950958252,0.0
50,1.4838935136795044,0.557896077632904,0.006213055457919836,0.6511563062667847,6.297140598297119,0.0
51,1.377268671989441,0.5587857365608215,0.006619021762162447,0.6498807072639465,6.304483413696289,0.0
52,1.3749184608459473,0.5557597875595093,0.006750504951924086,0.6492310166358948,6.290431499481201,0.0
53,1.3725605010986328,0.5545268654823303,0.0068419259041547775,0.6476743221282959,6.284642219543457,0.0
54,1.371857762336731,0.5561280250549316,0.0068411086685955524,0.6457058191299438,6.2770843505859375,0.0
55,1.3689846992492676,0.5547454953193665,0.006786464713513851,0.6389236450195312,6.281228542327881,0.0
56,1.368300199508667,0.5572870969772339,0.0067037902772426605,0.6405631303787231,6.284993648529053,0.0
57,1.3669458627700806,0.5583677291870117,0.0066174790263175964,0.6464751958847046,6.285640716552734,0.0
58,1.3633352518081665,0.5551159977912903,0.006446037441492081,0.642305850982666,6.2810540199279785,0.0
59,1.36174738407135,0.556114912033081,0.006265189964324236,0.6471949815750122,6.282642364501953,0.0
60,1.359505295753479,0.5557156801223755,0.006103282328695059,0.6431026458740234,6.277968883514404,0.0
61,1.3685051202774048,0.5574353933334351,0.007935434579849243,0.6448039412498474,6.269790172576904,0.0
62,1.3657863140106201,0.5556306838989258,0.007744541857391596,0.6487178206443787,6.272373199462891,0.0
63,1.3635636568069458,0.5550119876861572,0.007518410682678223,0.6473560333251953,6.270473480224609,0.0
64,1.3615831136703491,0.5553403496742249,0.007306391838937998,0.6424769759178162,6.275043964385986,0.0
65,1.359267234802246,0.5563053488731384,0.007051913999021053,0.6373767256736755,6.276083946228027,0.0
66,1.3568010330200195,0.5554383993148804,0.006838995963335037,0.6430061459541321,6.26530122756958,0.0
67,1.354543685913086,0.5557204484939575,0.006582105997949839,0.6387537717819214,6.283363342285156,0.0
68,1.3519821166992188,0.555397629737854,0.006299053318798542,0.6304638385772705,6.269474983215332,0.0
69,1.3505418300628662,0.5568962693214417,0.006050643976777792,0.6405960321426392,6.276283264160156,0.0
70,1.3485054969787598,0.5580529570579529,0.005745181813836098,0.6418540477752686,6.292194366455078,0.0
71,1.4535592794418335,0.55784010887146,0.006106186658143997,0.6378576755523682,6.273064613342285,0.0
72,1.4508781433105469,0.5577653050422668,0.005752547178417444,0.637341320514679,6.270948886871338,0.0
73,1.4494547843933105,0.5561881065368652,0.0064493888057768345,0.6277145743370056,6.280438423156738,0.0
74,1.4464952945709229,0.555510401725769,0.006351341959089041,0.6333338022232056,6.269452095031738,0.0
75,1.4466311931610107,0.5573027729988098,0.006765793543308973,0.6307042837142944,6.2703094482421875,0.0
76,1.4447760581970215,0.5568665266036987,0.007124272175133228,0.6363571286201477,6.277207374572754,0.0
