epoch,train_accuracy,train_balanced_accuracy,train_f1,train_macro_f1,train_ari,train_nmi,val_accuracy,val_balanced_accuracy,val_f1,val_macro_f1,val_ari,val_nmi,test_accuracy,test_balanced_accuracy,test_f1,test_macro_f1,test_ari,test_nmi
115,0.5079803946210883,0.7262124522438107,0.07904022582921666,0.371681649397503,-0.00029370470171033344,0.02742409028831436,0.31521739130434784,0.5165631469979296,0.4016282225237449,0.30063262305860566,-0.02301110307049475,0.0025517388495041025,0.21801286633309508,0.503533039965373,0.2905317769130999,0.20975633431642254,-0.006844235930224659,0.00015989534871231379
120,0.02211888902852834,0.5,0.04328046231402927,0.021640231157014633,0.0,0.0,0.25,0.5,0.4,0.2,0.0,0.0,0.1708363116511794,0.5,0.29181929181929184,0.14590964590964592,0.0,0.0
125,0.02211888902852834,0.5,0.04328046231402927,0.021640231157014633,0.0,0.0,0.25,0.5,0.4,0.2,0.0,0.0,0.1708363116511794,0.5,0.29181929181929184,0.14590964590964592,0.0,0.0
130,0.02211888902852834,0.5,0.04328046231402927,0.021640231157014633,0.0,0.0,0.25,0.5,0.4,0.2,0.0,0.0,0.1708363116511794,0.5,0.29181929181929184,0.14590964590964592,0.0,0.0
135,0.02211888902852834,0.5,0.04328046231402927,0.021640231157014633,0.0,0.0,0.25,0.5,0.4,0.2,0.0,0.0,0.1708363116511794,0.5,0.29181929181929184,0.14590964590964592,0.0,0.0
140,0.49578987055422896,0.7227559702538818,0.07770114942528736,0.3653811869575416,-0.0021504553080839662,0.027185712370133765,0.30124223602484473,0.5134575569358178,0.4015957446808511,0.28102175293744047,-0.0203698237347707,0.0022473061629301135,0.20371694067190851,0.49823438176309337,0.2886334610472541,0.19220634091323746,0.003513899479752566,5.4063537521723015e-05
145,0.02211888902852834,0.5,0.04328046231402927,0.021640231157014633,0.0,0.0,0.25,0.5,0.4,0.2,0.0,0.0,0.1708363116511794,0.5,0.29181929181929184,0.14590964590964592,0.0,0.0
150,0.02211888902852834,0.5,0.04328046231402927,0.021640231157014633,0.0,0.0,0.25,0.5,0.4,0.2,0.0,0.0,0.1708363116511794,0.5,0.29181929181929184,0.14590964590964592,0.0,0.0
155,0.5167776800301621,0.7251572887336286,0.07948288245152023,0.3759431963590991,0.0010859150843044582,0.02649938455345277,0.31832298136645965,0.5165631469979296,0.40109140518417463,0.3050502070965918,-0.022543070371429233,0.002383313501988937,0.22444603288062903,0.49744625595152214,0.2866535174227482,0.21850295291654248,0.004371448362071139,6.397334822153538e-05
160,0.02211888902852834,0.5,0.04328046231402927,0.021640231157014633,0.0,0.0,0.25,0.5,0.4,0.2,0.0,0.0,0.1708363116511794,0.5,0.29181929181929184,0.14590964590964592,0.0,0.0
165,0.02211888902852834,0.5,0.04328046231402927,0.021640231157014633,0.0,0.0,0.25,0.5,0.4,0.2,0.0,0.0,0.1708363116511794,0.5,0.29181929181929184,0.14590964590964592,0.0,0.0
170,0.02211888902852834,0.5,0.04328046231402927,0.021640231157014633,0.0,0.0,0.25,0.5,0.4,0.2,0.0,0.0,0.1708363116511794,0.5,0.29181929181929184,0.14590964590964592,0.0,0.0
175,0.02211888902852834,0.5,0.04328046231402927,0.021640231157014633,0.0,0.0,0.25,0.5,0.4,0.2,0.0,0.0,0.1708363116511794,0.5,0.29181929181929184,0.14590964590964592,0.0,0.0
180,0.4967952746009803,0.7260466929934222,0.07826887661141804,0.3661007304405405,-0.002046460118436667,0.02826761316710323,0.30434782608695654,0.5175983436853002,0.40425531914893614,0.28421721181327403,-0.026307370933593883,0.0039230311945503025,0.2065761258041458,0.49995851969412786,0.2893725992317542,0.19565717340228486,-4.288932758891694e-05,2.8388304325860642e-08
185,0.4846047505341209,0.7225902110034934,0.07697501688048616,0.359732386829224,-0.0038849084675082277,0.028136150114124035,0.2841614906832298,0.5082815734989649,0.40052015604681407,0.2561367639578964,-0.013862969336562942,0.0013199029854164602,0.19728377412437456,0.5026601500504978,0.2914826498422713,0.1828394287958265,-0.00590462915888857,0.0001835069810333206
190,0.47052909387960284,0.7181698426236404,0.07548825982005705,0.35226380940285235,-0.005941838107071765,0.02791914488839684,0.2670807453416149,0.5072463768115942,0.40253164556962023,0.22737024045549284,-0.013397142357889523,0.002931911859222748,0.1837026447462473,0.5060976049632088,0.2941903584672435,0.163196874148876,-0.014911536532467339,0.003683452296121244
195,0.49880608269448284,0.727074838476008,0.07855822550831792,0.3671748489875441,-0.0017454439326835475,0.028463321438771103,0.30745341614906835,0.5196687370600415,0.4053333333333333,0.28816852540272614,-0.028943381864382278,0.004729269552137037,0.21157969978556113,0.5046367767998846,0.2915863840719332,0.2013935143566757,-0.00934534251957707,0.0003409124595871557
200,0.4993087847178585,0.7273318748466544,0.0786308973172988,0.36744314494855446,-0.0016697911256680232,0.02851245933258181,0.30745341614906835,0.5196687370600415,0.4053333333333333,0.28816852540272614,-0.028943381864382278,0.004729269552137037,0.21229449606862044,0.5050678112826432,0.2917737789203085,0.20224759799477582,-0.010165784432472994,0.00040257805854743926
