epoch,loss,contrastive,classification
1,0.7660197019577026,6.931217193603516,0.696707546710968
2,0.7644690871238708,6.929621696472168,0.6951728463172913
3,0.7621631622314453,6.929211139678955,0.6928710341453552
4,0.7607883214950562,6.930363655090332,0.6914846897125244
5,0.7584333419799805,6.929570198059082,0.6891376376152039
6,0.7569278478622437,6.932086944580078,0.6876069903373718
7,0.7562578916549683,6.929521083831787,0.6869626641273499
8,0.7546634078025818,6.929622173309326,0.6853671669960022
9,0.7535058259963989,6.9265336990356445,0.6842405200004578
10,0.752914547920227,6.929121017456055,0.6836233139038086
11,0.7516958713531494,6.92685079574585,0.6824273467063904
12,0.7506170272827148,6.925590991973877,0.6813611388206482
13,0.7497284412384033,6.92423677444458,0.6804860830307007
14,0.7478565573692322,6.922266483306885,0.6786338686943054
15,0.7472187280654907,6.918639659881592,0.6780323386192322
16,0.7456544637680054,6.918203830718994,0.6764724254608154
17,0.7427829504013062,6.9128570556640625,0.6736543774604797
18,0.7408373951911926,6.9072418212890625,0.6717649698257446
19,0.7386075854301453,6.901176452636719,0.6695958375930786
20,0.7390761375427246,6.892874717712402,0.6701474189758301
21,0.7347956895828247,6.8812642097473145,0.6659830212593079
22,0.7342461943626404,6.871364593505859,0.6655325293540955
23,0.730714738368988,6.852518081665039,0.6621895432472229
24,0.7296770811080933,6.835385322570801,0.6613232493400574
25,0.729576587677002,6.817468166351318,0.6614019274711609
26,0.7242934703826904,6.794159889221191,0.6563518643379211
27,0.7226518392562866,6.76131534576416,0.6550386548042297
28,0.7213696837425232,6.731935977935791,0.654050350189209
29,0.7163541913032532,6.696992874145508,0.6493842601776123
30,0.7131534814834595,6.648140907287598,0.6466720700263977
31,0.7123964428901672,6.608282089233398,0.6463136076927185
32,0.7072467803955078,6.570407867431641,0.6415427327156067
33,0.7002688646316528,6.522851943969727,0.6350403428077698
34,0.6982719898223877,6.5031561851501465,0.6332404017448425
35,0.6966493725776672,6.469797134399414,0.6319513916969299
36,0.6912267208099365,6.424304962158203,0.6269837021827698
37,0.690012514591217,6.399886131286621,0.6260136365890503
38,0.6879022121429443,6.390944004058838,0.6239927411079407
39,0.6846291422843933,6.368918418884277,0.6209399700164795
40,0.679672360420227,6.339450836181641,0.6162778735160828
41,0.6811672449111938,6.338033676147461,0.6177868843078613
42,0.6766011714935303,6.336929798126221,0.613231897354126
43,0.6697145700454712,6.3236308097839355,0.6064782738685608
44,0.6715583205223083,6.3061604499816895,0.6084967255592346
45,0.6673495769500732,6.3050127029418945,0.6042994260787964
46,0.66542649269104,6.302146911621094,0.6024050116539001
47,0.6620134115219116,6.313545227050781,0.5988779664039612
48,0.6575518250465393,6.294148921966553,0.594610333442688
49,0.6512528657913208,6.278093338012695,0.5884719491004944
50,0.6546965837478638,6.29189920425415,0.5917775630950928
51,0.6509487628936768,6.297779560089111,0.5879709720611572
52,0.6507718563079834,6.293430805206299,0.5878375768661499
53,0.6438935995101929,6.28529691696167,0.581040620803833
54,0.647566020488739,6.292679309844971,0.5846392512321472
55,0.6490778923034668,6.304925441741943,0.5860286355018616
56,0.6448651552200317,6.2779083251953125,0.5820860862731934
57,0.6417948603630066,6.294794082641602,0.5788469314575195
58,0.6435270309448242,6.287545680999756,0.580651581287384
59,0.6366380453109741,6.2840657234191895,0.5737974047660828
