epoch,loss,reconstruction,contrastive,clustering
1,1.444434642791748,1.1601282358169556,0.5673999190330505,0.00012129397509852424
2,1.437469720840454,1.153233528137207,0.5673845410346985,0.00010877388558583334
3,1.4335241317749023,1.1480951309204102,0.5698962211608887,9.617102477932349e-05
4,1.4293094873428345,1.1446559429168701,0.5684714317321777,8.355857426067814e-05
5,1.4271318912506104,1.1425021886825562,0.5685377717018127,7.21607866580598e-05
6,1.424787998199463,1.1412931680679321,0.5663648247718811,6.249926082091406e-05
7,1.4245902299880981,1.1399855613708496,0.5686706304550171,5.383952156989835e-05
8,1.4237678050994873,1.1394171714782715,0.5682334899902344,4.671050191973336e-05
9,1.4237830638885498,1.1384514570236206,0.5702556371688843,4.065199027536437e-05
10,1.4224056005477905,1.1373062133789062,0.5698421597480774,3.546282823663205e-05
11,1.4202237129211426,1.1355934143066406,0.568945586681366,3.1228282750817016e-05
12,1.4180448055267334,1.1335498094558716,0.5687128901481628,2.7407228117226623e-05
13,1.4165643453598022,1.1311250925064087,0.5706286430358887,2.4696195396245457e-05
14,1.4134864807128906,1.128554344177246,0.5696442127227783,2.1754358385805972e-05
15,1.4101622104644775,1.1258533000946045,0.5684181451797485,1.9753893866436556e-05
16,1.4079259634017944,1.1231694221496582,0.5693328380584717,1.7869871953735128e-05
17,1.4064842462539673,1.1204843521118164,0.5718392729759216,1.5958536096150056e-05
18,1.4023551940917969,1.118078589439392,0.5684084892272949,1.4406813534151297e-05
19,1.4008973836898804,1.1157349348068237,0.5701954960823059,1.2924245311296545e-05
20,1.3986945152282715,1.113511562347412,0.5702505111694336,1.152808363258373e-05
21,1.397103190422058,1.1118102073669434,0.5694860816001892,0.00010996495257131755
22,1.3958913087844849,1.1100106239318848,0.5707136988639832,0.00010475445014890283
23,1.3933805227279663,1.1083760261535645,0.5690252184867859,9.833442891249433e-05
24,1.3933117389678955,1.1070748567581177,0.5715695023536682,9.03488980839029e-05
25,1.3898236751556396,1.1056256294250488,0.5675636529922485,8.314982551382855e-05
26,1.389276146888733,1.1041600704193115,0.569465696811676,7.648876635357738e-05
27,1.3871324062347412,1.1027365922927856,0.5680986046791077,6.909942749189213e-05
28,1.3859199285507202,1.101449728012085,0.5683166980743408,6.210486753843725e-05
29,1.384706974029541,1.0998868942260742,0.569082498550415,5.547108594328165e-05
30,1.3830041885375977,1.0984885692596436,0.5685321092605591,4.9631726142251864e-05
31,1.3820387125015259,1.0970344543457031,0.5695613622665405,4.4389485992724076e-05
32,1.380092978477478,1.0954005718231201,0.5689897537231445,3.917987487511709e-05
33,1.3789329528808594,1.0940614938735962,0.569392204284668,3.4765136661008e-05
34,1.376356840133667,1.0925670862197876,0.567271888256073,3.0461624191957526e-05
35,1.3764604330062866,1.0911487340927124,0.5703538060188293,2.6696860004449263e-05
36,1.3736642599105835,1.0897092819213867,0.5676732659339905,2.3428892745869234e-05
37,1.3730580806732178,1.0882511138916016,0.5694106817245483,2.0109620891162194e-05
38,1.3721224069595337,1.0869888067245483,0.5700927972793579,1.7249214579351246e-05
39,1.369935154914856,1.0854449272155762,0.5688315629959106,1.4744056898052804e-05
40,1.3683714866638184,1.0841689109802246,0.5682793259620667,1.2472008165786974e-05
41,1.3668453693389893,1.0828477144241333,0.5663250684738159,0.00016704054723959416
42,1.3669952154159546,1.0814342498779297,0.5695291757583618,0.00015929286018945277
43,1.3659791946411133,1.080299973487854,0.5698500275611877,0.00015085247287061065
44,1.3632683753967285,1.0790036916732788,0.567145049571991,0.000138408737257123
45,1.3625112771987915,1.0776556730270386,0.5684204697608948,0.00012907890777569264
46,1.3609403371810913,1.076483964920044,0.5677332878112793,0.0001179504397441633
47,1.3612722158432007,1.0752825736999512,0.5708925127983093,0.00010867848322959617
48,1.3590044975280762,1.074065089225769,0.5689010620117188,9.776415390660986e-05
49,1.3569674491882324,1.0728602409362793,0.5673389434814453,8.752643771003932e-05
50,1.3569400310516357,1.0716575384140015,0.5697803497314453,7.845602522138506e-05
51,1.3549214601516724,1.070468544960022,0.5682139992713928,6.919613224454224e-05
52,1.3510414361953735,1.06936514377594,0.5627422332763672,6.103016130509786e-05
53,1.3519551753997803,1.068176031112671,0.5670222043991089,5.358675116440281e-05
54,1.351738691329956,1.0669654607772827,0.5690843462944031,4.620552499545738e-05
55,1.3496127128601074,1.0657975673675537,0.5672337412834167,3.9645132346777245e-05
56,1.3491582870483398,1.0647811889648438,0.5684148669242859,3.393508814042434e-05
57,1.347597599029541,1.0635725259780884,0.56776362657547,2.865843998733908e-05
58,1.346359372138977,1.062434434890747,0.5676095485687256,2.4025068341870792e-05
59,1.3451045751571655,1.0612848997116089,0.5674397349357605,1.993676232814323e-05
60,1.345017433166504,1.06020987033844,0.5694515109062195,1.634428190300241e-05
61,1.343949556350708,1.0591847896575928,0.566502571105957,0.0003026618214789778
62,1.3430414199829102,1.0579791069030762,0.5672139525413513,0.000291046395432204
63,1.3422298431396484,1.0570685863494873,0.5675803422927856,0.0002742128272075206
64,1.3399569988250732,1.0558843612670898,0.5655515789985657,0.0002593809040263295
65,1.3403526544570923,1.0548979043960571,0.5685158967971802,0.00023934229102451354
66,1.3387558460235596,1.0538387298583984,0.5676309466362,0.00022031317348591983
67,1.3367760181427002,1.0528653860092163,0.5658140182495117,0.00020072107145097107
68,1.336028814315796,1.051870584487915,0.5664801597595215,0.00018362757691647857
69,1.3357465267181396,1.0508067607879639,0.5682217478752136,0.00016576325288042426
70,1.3337137699127197,1.0496968030929565,0.5665504336357117,0.0001483406958868727
71,1.333474040031433,1.0487580299377441,0.5681099891662598,0.0001321798627031967
72,1.3317053318023682,1.0479533672332764,0.5663411021232605,0.00011627631465671584
73,1.3317451477050781,1.04680597782135,0.5688681602478027,0.00010100895451614633
74,1.3297629356384277,1.0459078550338745,0.5668344497680664,8.757027535466477e-05
75,1.3285183906555176,1.0449144840240479,0.5664562582969666,7.515184552175924e-05
76,1.3271374702453613,1.0439636707305908,0.5657106637954712,6.368863250827417e-05
77,1.3266210556030273,1.0429742336273193,0.5667610168457031,5.326052996679209e-05
78,1.3251148462295532,1.042046070098877,0.5656965970993042,4.4075684854760766e-05
79,1.3246885538101196,1.0410710573196411,0.5668763518333435,3.5847835533786565e-05
80,1.3233228921890259,1.0401597023010254,0.566038966178894,2.8734577426803298e-05
81,1.3249154090881348,1.0391968488693237,0.5649487376213074,0.0006487842765636742
82,1.3244787454605103,1.0383096933364868,0.5661382079124451,0.0006199319614097476
83,1.3215550184249878,1.0374205112457275,0.5623859763145447,0.0005882581463083625
84,1.3214874267578125,1.0365715026855469,0.5643023252487183,0.0005529134650714695
85,1.3213368654251099,1.0356357097625732,0.5661973357200623,0.0005204742192290723
86,1.318859577178955,1.0347024202346802,0.5634498000144958,0.0004864503862336278
87,1.3190252780914307,1.0338150262832642,0.5659453868865967,0.0004475203459151089
88,1.3171383142471313,1.032950758934021,0.5642871260643005,0.0004088018322363496
89,1.3156182765960693,1.0321835279464722,0.5631680488586426,0.0003701545356307179
90,1.315354585647583,1.031239628791809,0.564871609210968,0.0003358151006978005
91,1.3143408298492432,1.0304458141326904,0.5647857189178467,0.0003004155878443271
92,1.3115553855895996,1.029591679573059,0.5612646341323853,0.00026625057216733694
93,1.3120415210723877,1.0287177562713623,0.5643047094345093,0.00023426652478519827
94,1.3117783069610596,1.0278143882751465,0.5658640265464783,0.00020636027329601347
95,1.3092294931411743,1.0269536972045898,0.5627750754356384,0.00017762038623914123
96,1.308708906173706,1.0261460542678833,0.5635947585105896,0.0001530534791527316
97,1.3076772689819336,1.0253037214279175,0.5634645819664001,0.0001282135199289769
98,1.3070415258407593,1.0244663953781128,0.5640718340873718,0.00010780167940538377
99,1.3073346614837646,1.0235841274261475,0.5666088461875916,8.918127423385158e-05
100,1.305301547050476,1.0227693319320679,0.5643461346626282,7.180043758125976e-05
101,1.3094342947006226,1.0218558311462402,0.5593827366828918,0.0015770993195474148
102,1.310848593711853,1.021116852760315,0.5642805099487305,0.0015181030612438917
103,1.3076179027557373,1.0202460289001465,0.5602036118507385,0.0014539400581270456
104,1.3071686029434204,1.0194909572601318,0.561515748500824,0.00138390576466918
105,1.3056395053863525,1.0186309814453125,0.5610666275024414,0.001295030931942165
106,1.3045835494995117,1.017912745475769,0.5611071586608887,0.0012234370224177837
107,1.3036422729492188,1.017063021659851,0.5617131590843201,0.0011445300187915564
108,1.3031560182571411,1.01628839969635,0.5631832480430603,0.0010552029125392437
109,1.3006558418273926,1.0155614614486694,0.5604581832885742,0.0009730631136335433
110,1.2996020317077637,1.0147895812988281,0.5606845021247864,0.0008940347470343113
111,1.299015998840332,1.0140169858932495,0.5618254542350769,0.0008172495872713625
112,1.297991156578064,1.01316237449646,0.5623129606246948,0.0007344502955675125
113,1.2965450286865234,1.012322187423706,0.5617426037788391,0.0006703066173940897
114,1.2943307161331177,1.011562705039978,0.5595912337303162,0.0005944670410826802
115,1.2932027578353882,1.0108082294464111,0.559516429901123,0.0005272406851872802
116,1.292940616607666,1.009949803352356,0.5613277554512024,0.00046536041190847754
117,1.2921408414840698,1.0092220306396484,0.5617831945419312,0.0004053925513289869
118,1.289265751838684,1.0083504915237427,0.5583216547966003,0.0003508195513859391
119,1.288009524345398,1.007580280303955,0.5578615069389343,0.000299633014947176
120,1.2867354154586792,1.0066412687301636,0.5576421618461609,0.00025450877728872
121,1.3051053285598755,1.0057481527328491,0.5587841868400574,0.003991987090557814
122,1.302161693572998,1.0049993991851807,0.5554324984550476,0.0038883257657289505
123,1.3015968799591064,1.0040950775146484,0.5574160218238831,0.003758168313652277
124,1.2996866703033447,1.0034406185150146,0.5564186573028564,0.00360677158460021
125,1.2984659671783447,1.0027148723602295,0.5568627715110779,0.003463649656623602
126,1.2970203161239624,1.0018963813781738,0.5574833750724792,0.003276247764006257
127,1.2937376499176025,1.001248836517334,0.5541185736656189,0.0030857748351991177
128,1.2932884693145752,1.000545859336853,0.556540310382843,0.002894379897043109
129,1.2914754152297974,0.9996920824050903,0.5565223097801208,0.0027044096495956182
130,1.2901558876037598,0.9991423487663269,0.5568294525146484,0.0025197335053235292
131,1.2878904342651367,0.9983313083648682,0.5556026697158813,0.0023515773937106133
132,1.286535382270813,0.9977415800094604,0.55597323179245,0.002161419950425625
133,1.2849375009536743,0.9969550371170044,0.5559972524642944,0.0019967861007899046
134,1.282639503479004,0.9961607456207275,0.5547615885734558,0.0018195857992395759
135,1.2813870906829834,0.9954679608345032,0.555107593536377,0.0016730884090065956
136,1.2783869504928589,0.994654655456543,0.5522246956825256,0.001524004153907299
137,1.2764729261398315,0.993740439414978,0.5516676902770996,0.0013797065475955606
138,1.2745351791381836,0.9930484294891357,0.5505846738815308,0.001238831551745534
139,1.2731693983078003,0.9921047687530518,0.550944447517395,0.0011184115428477526
140,1.2718464136123657,0.9912197589874268,0.5513297319412231,0.000992250395938754
141,1.3089135885238647,0.9902409315109253,0.5514835715293884,0.008583665825426579
142,1.3086531162261963,0.9891875982284546,0.5494555830955505,0.0089447982609272
143,1.3091384172439575,0.9886557459831238,0.5490649342536926,0.009187803603708744
144,1.309032917022705,0.9880156517028809,0.5485654473304749,0.00934411771595478
145,1.3093786239624023,0.9874098300933838,0.5504888892173767,0.009342002682387829
146,1.3091111183166504,0.9869005680084229,0.5512523651123047,0.009314236231148243
147,1.3058876991271973,0.986470103263855,0.5477370619773865,0.009106525219976902
148,1.3050248622894287,0.9861391186714172,0.5492209196090698,0.008852710016071796
149,1.3048018217086792,0.9859205484390259,0.5514193177223206,0.00863165408372879
150,1.3013871908187866,0.985430121421814,0.548668384552002,0.008322332985699177
