epoch,train_accuracy,train_balanced_accuracy,train_f1,train_macro_f1,train_ari,train_nmi,val_accuracy,val_balanced_accuracy,val_f1,val_macro_f1,val_ari,val_nmi,test_accuracy,test_balanced_accuracy,test_f1,test_macro_f1,test_ari,test_nmi
1,0.02211888902852834,0.5,0.04328046231402927,0.021640231157014633,0.0,0.0,0.25,0.5,0.4,0.2,0.0,0.0,0.1708363116511794,0.5,0.29181929181929184,0.14590964590964592,0.0,0.0
5,0.2953374387331909,0.6369226174480962,0.05875440658049354,0.2478164922326993,-0.02457395950055889,0.018774490168094956,0.2562111801242236,0.5041407867494824,0.4019975031210986,0.20921230392194562,-0.008099309818179525,0.005976805611927431,0.1779842744817727,0.5043103448275862,0.2936117936117936,0.15535290535290536,-0.01092931240944359,0.00538126639565622
10,0.02211888902852834,0.5,0.04328046231402927,0.021640231157014633,0.0,0.0,0.25,0.5,0.4,0.2,0.0,0.0,0.1708363116511794,0.5,0.29181929181929184,0.14590964590964592,0.0,0.0
15,0.6964936533869549,0.7281949912958139,0.09988818486768543,0.4586811493456408,0.03367506574654466,0.026123613865087873,0.39596273291925466,0.5331262939958592,0.40061633281972264,0.39592631977449355,-0.025735642300470155,0.00416169807768944,0.4474624731951394,0.537251118164767,0.29406392694063926,0.42007952659421866,-0.011287326352438962,0.002996431882027261
20,0.02211888902852834,0.5,0.04328046231402927,0.021640231157014633,0.0,0.0,0.25,0.5,0.4,0.2,0.0,0.0,0.1708363116511794,0.5,0.29181929181929184,0.14590964590964592,0.0,0.0
25,0.3947467638557245,0.6877515597434309,0.06775067750677506,0.3098336565799599,-0.015668855379990375,0.02544870960649411,0.2577639751552795,0.505175983436853,0.4025,0.21149590163934429,-0.010055964220877124,0.007383044503285898,0.17869907076483202,0.4997583321310056,0.2911782850092535,0.15748378991329287,0.0005659408191472508,5.227565104820724e-06
30,0.8013070252607767,0.7373606746036382,0.1298844248761695,0.5088664516379146,0.06982602339155121,0.03709740703467166,0.4782608695652174,0.5527950310559007,0.40213523131672596,0.469662656980677,-0.014487863084445537,0.007431083608168129,0.5711222301644031,0.5354133602654739,0.27710843373493976,0.48611519247722595,0.009513701188208917,0.0025386598367006965
35,0.8041975618951867,0.7416152837331027,0.13251670378619154,0.5110805646711096,0.07234031452416809,0.03876876355075924,0.4767080745341615,0.55175983436853,0.40142095914742454,0.468296686470264,-0.014597088241686765,0.0071569507764757114,0.5732666190135811,0.5333844322608571,0.27460510328068044,0.4861633111340111,0.009376177712797461,0.002266128997321143
40,0.3818021867538017,0.6839095231975325,0.06678049705938152,0.3022993906888564,-0.01731423665553664,0.026337525895134762,0.2531055900621118,0.5020703933747412,0.40099626400996263,0.20462184334518752,-0.004104602921394564,0.0030684985691126487,0.17226590421729807,0.4992010532390709,0.2913096695226438,0.14823215434895076,0.0020671182103084084,0.0002397858029743581
45,0.3889656905869046,0.6875722914792444,0.06751054852320675,0.30655901257936036,-0.01655132612810357,0.02686234078721326,0.2515527950310559,0.5010351966873706,0.40049751243781095,0.2023148719213848,-0.0020661422173170953,0.0015580779545458503,0.17226590421729807,0.4992010532390709,0.2913096695226438,0.14823215434895076,0.0020671182103084084,0.0002397858029743581
50,0.7947718989568933,0.7506791017747193,0.1318447634237108,0.5077381018002185,0.07019605946458338,0.04001298925451252,0.4704968944099379,0.5496894409937888,0.4007029876977153,0.4632165842521956,-0.01573209535044114,0.006694977995990677,0.5675482487491065,0.5432242822103592,0.2857142857142857,0.4878084498791828,0.010519226050916026,0.0037464500972253425
55,0.4151061958024381,0.7009381827528596,0.0703156212544946,0.321828144327284,-0.013595284152675163,0.028865821127875002,0.2515527950310559,0.5010351966873706,0.40049751243781095,0.2023148719213848,-0.0020661422173170953,0.0015580779545458503,0.17226590421729807,0.4992010532390709,0.2913096695226438,0.14823215434895076,0.0020671182103084084,0.0002397858029743581
60,0.4401156214653764,0.7109490921942727,0.07284079084287201,0.3359072979329132,-0.010339185680671539,0.029070142730749496,0.2515527950310559,0.5010351966873706,0.40049751243781095,0.2023148719213848,-0.0020661422173170953,0.0015580779545458503,0.17512508934953538,0.5009251911701054,0.2920245398773006,0.1520054206235818,-0.002381391675131808,0.00018751802025611213
65,0.4446399396757572,0.7132624195300907,0.07339064793457747,0.3384449874935337,-0.009756782596515193,0.029457808792718216,0.2515527950310559,0.5010351966873706,0.40049751243781095,0.2023148719213848,-0.0020661422173170953,0.0015580779545458503,0.17441029306647604,0.5004941566873468,0.2918454935622318,0.15106413495592308,-0.0012824208917861899,5.9553957648669766e-05
70,0.45557370868417746,0.7160763105934035,0.07435897435897436,0.3443719386660458,-0.008183404796294157,0.028993176693354047,0.2531055900621118,0.5020703933747412,0.40099626400996263,0.20462184334518752,-0.004104602921394564,0.0030684985691126487,0.17726947819871336,0.5022182946183812,0.29256299938537184,0.15482120934255783,-0.005626595817711286,0.0008279448639673592
75,0.4565791127309287,0.7165903833346964,0.07448630136986302,0.3449286159046433,-0.008049137713236718,0.0290822525338277,0.2531055900621118,0.5020703933747412,0.40099626400996263,0.20462184334518752,-0.004104602921394564,0.0030684985691126487,0.17655468191565404,0.5017872601356226,0.29238329238329236,0.15388395388395387,-0.0045534145983332185,0.0005823465924534969
80,0.7637300490134473,0.7653502558680235,0.12558139534883722,0.4944965971222536,0.06030516134225296,0.04045164350237595,0.44875776397515527,0.5455486542443064,0.40134907251264756,0.4452788528030864,-0.02031606224596628,0.006057867509379586,0.5339528234453181,0.5462198816909537,0.2928416485900217,0.47264683708818783,0.003967525465044314,0.004218012616571853
85,0.4574588412718361,0.7142635469850802,0.07420115805275573,0.34525096565867724,-0.007810883511237624,0.027902954541830362,0.2531055900621118,0.5020703933747412,0.40099626400996263,0.20462184334518752,-0.004104602921394564,0.0030684985691126487,0.1758398856325947,0.501356225652864,0.2922038060159607,0.1529453589532327,-0.00347170128003415,0.0003659681856291963
